ORDER_NO,ORDER_DATE,CUSTOMER_NO,PRODUCT_NUMBER,ORDER_QUANTITY,SALES_PRICE,SHIP_DATE,SHIP_QUANTITY,INVOICE_NO,INVOICE_DATE,SUBTOTAL,TAX,INVOICE_TOTAL,DUE_DATE
38354,11/04/2021,100291,36693108,97,26.51,11/14/2021,97,566670,11/14/2021,2571.47,212.15,2783.62,12/14/2021
38355,11/05/2021,100329,36799189,63,28.28,11/15/2021,63,566671,11/15/2021,1781.64,146.99,1928.63,12/15/2021
38356,11/06/2021,100326,36667130,68,8.3,11/16/2021,68,566672,11/16/2021,564.4,49.76,614.16,12/16/2021
38358,11/06/2021,100123,29161378,93,19.38,11/16/2021,93,566673,11/16/2021,1802.34,180.28,1982.62,12/16/2021
38357,11/06/2021,100253,63506130,82,10.07,11/16/2021,82,566674,11/16/2021,825.74,66.11,891.85,12/16/2021
38364,11/06/2021,100123,12287744,29,24.76,11/16/2021,29,566675,11/16/2021,718.04,58.9400000000001,776.98,12/16/2021
38359,11/06/2021,100149,36799431,68,32.73,11/16/2021,68,566676,11/16/2021,2225.64,183.62,2409.26,12/16/2021
38360,11/06/2021,100168,96949965,77,10.6,11/16/2021,77,566677,11/16/2021,816.2,67.1899999999999,883.39,12/16/2021
38362,11/06/2021,100200,97935885,75,5.52,11/16/2021,75,566678,11/16/2021,414,35.54,449.54,12/16/2021
38361,11/06/2021,100140,10950991,91,4.41,11/16/2021,91,566679,11/16/2021,401.31,37.04,438.35,12/16/2021
38363,11/06/2021,100106,36799431,68,32.73,11/16/2021,68,566680,11/16/2021,2225.64,176.1,2401.74,12/16/2021
38368,11/07/2021,100260,84826260,62,17.68,11/17/2021,62,566681,11/17/2021,1096.16,68.6699999999999,1164.83,12/17/2021
38370,11/07/2021,100283,48673380,13,12.37,11/17/2021,13,566682,11/17/2021,160.81,12.48,173.29,12/17/2021
38365,11/07/2021,100140,21794781,10,9.01,11/17/2021,10,566683,11/17/2021,90.1,8.46000000000001,98.56,12/17/2021
38369,11/07/2021,100203,48672231,40,24.74,11/17/2021,40,566684,11/17/2021,989.6,80.34,1069.94,12/17/2021
38367,11/07/2021,100175,36667045,85,22.97,11/17/2021,85,566685,11/17/2021,1952.45,190.16,2142.61,12/17/2021
38366,11/07/2021,100285,36799613,90,6.18,11/17/2021,90,566686,11/17/2021,556.2,45.89,602.09,12/17/2021
38381,11/08/2021,100153,12287732,90,22.99,11/18/2021,90,566687,11/18/2021,2069.1,162.22,2231.32,12/18/2021
38372,11/08/2021,100140,10971023,78,31.82,11/18/2021,78,566688,11/18/2021,2481.96,265.56,2747.52,12/18/2021
38380,11/08/2021,100279,41448554,48,26.51,11/18/2021,48,566689,11/18/2021,1272.48,105.17,1377.65,12/18/2021
38377,11/08/2021,100225,63506130,49,10.07,11/18/2021,49,566690,11/18/2021,493.43,26.16,519.59,12/18/2021
38375,11/08/2021,100317,29186812,9,6.55,11/18/2021,9,566691,11/18/2021,58.95,7.09,66.04,12/18/2021
38379,11/08/2021,100286,96924531,40,0.78,11/18/2021,40,566692,11/18/2021,31.2,6.41,37.61,12/18/2021
38373,11/08/2021,100291,48672231,40,24.74,11/18/2021,40,566693,11/18/2021,989.6,46.89,1036.49,12/18/2021
38382,11/08/2021,100309,29208640,62,14.07,11/18/2021,62,566694,11/18/2021,872.34,76.75,949.09,12/18/2021
38383,11/08/2021,100199,10891211,40,1.75,11/18/2021,40,566695,11/18/2021,70,5.24,75.24,12/18/2021
38378,11/08/2021,100191,72723500,47,58.37,11/18/2021,47,566696,11/18/2021,2743.39,217.08,2960.47,12/18/2021
38371,11/08/2021,100198,29186812,68,6.55,11/18/2021,68,566697,11/18/2021,445.4,37.72,483.12,12/18/2021
38376,11/08/2021,100182,36801282,49,45.98,11/18/2021,49,566698,11/18/2021,2253.02,185.87,2438.89,12/18/2021
38374,11/08/2021,100125,10951450,59,17.68,11/18/2021,59,566699,11/18/2021,1043.12,50.8100000000002,1093.93,12/18/2021
38395,11/09/2021,100201,12287732,90,22.99,11/19/2021,90,566700,11/19/2021,2069.1,146.8,2215.9,12/19/2021
38397,11/09/2021,100303,10951702,40,19.43,11/19/2021,40,566701,11/19/2021,777.2,65.7099999999999,842.91,12/19/2021
38394,11/09/2021,100140,97931868,41,104.39,11/19/2021,41,566702,11/19/2021,4279.99,323.27,4603.26,12/19/2021
38384,11/09/2021,100140,29268003,54,58.32,11/19/2021,54,566703,11/19/2021,3149.28,208.58,3357.86,12/19/2021
38398,11/09/2021,100188,72735878,42,26.51,11/19/2021,42,566704,11/19/2021,1113.42,106.32,1219.74,12/19/2021
38387,11/09/2021,100238,15766978,36,40.67,11/19/2021,36,566705,11/19/2021,1464.12,120.65,1584.77,12/19/2021
38385,11/09/2021,100344,36801319,42,106.16,11/19/2021,42,566706,11/19/2021,4458.72,367.84,4826.56,12/19/2021
38392,11/09/2021,100140,10950991,75,4.41,11/19/2021,75,566707,11/19/2021,330.75,25.91,356.66,12/19/2021
38393,11/09/2021,100258,36667045,93,22.97,11/19/2021,93,566708,11/19/2021,2136.21,190.45,2326.66,12/19/2021
38389,11/09/2021,100255,10951708,80,17.68,11/19/2021,80,566709,11/19/2021,1414.4,109.53,1523.93,12/19/2021
38391,11/09/2021,100282,48727128,18,35.36,11/19/2021,18,566710,11/19/2021,636.48,52.25,688.73,12/19/2021
38390,11/09/2021,100168,10951445,80,30.05,11/19/2021,80,566711,11/19/2021,2404,182.02,2586.02,12/19/2021
38386,11/09/2021,100223,72842370,44,30.05,11/19/2021,44,566712,11/19/2021,1322.2,103.53,1425.73,12/19/2021
38388,11/09/2021,100330,12287744,59,24.76,11/19/2021,59,566713,11/19/2021,1460.84,118.67,1579.51,12/19/2021
38396,11/09/2021,100290,21794781,58,9.01,11/19/2021,58,566714,11/19/2021,522.58,42.38,564.96,12/19/2021
38399,11/10/2021,100338,37430652,63,13.79,11/20/2021,63,566715,11/20/2021,868.77,71.67,940.44,12/20/2021
38400,11/11/2021,100303,41448554,18,26.51,11/21/2021,18,566716,11/21/2021,477.18,39.37,516.55,12/21/2021
38408,11/13/2021,100282,10960824,2,460.18,11/23/2021,1,566717,11/23/2021,460.18,31.76,491.94,12/23/2021
38403,11/13/2021,100265,29175716,15,11.49,11/23/2021,15,566718,11/23/2021,172.35,12.82,185.17,12/23/2021
38409,11/13/2021,100181,36693012,23,8.3,11/23/2021,23,566719,11/23/2021,190.9,15.46,206.36,12/23/2021
38402,11/13/2021,100341,10951450,59,17.68,11/23/2021,59,566720,11/23/2021,1043.12,66.6900000000001,1109.81,12/23/2021
38410,11/13/2021,100251,29166218,49,23.9,11/23/2021,49,566721,11/23/2021,1171.1,87.4200000000001,1258.52,12/23/2021
38405,11/13/2021,100349,63167463,91,17.7,11/23/2021,91,566722,11/23/2021,1610.7,139.86,1750.56,12/23/2021
38404,11/13/2021,100289,10951702,40,19.43,11/23/2021,40,566723,11/23/2021,777.2,62.8599999999999,840.06,12/23/2021
38401,11/13/2021,100181,72735878,42,26.51,11/23/2021,42,566724,11/23/2021,1113.42,109.88,1223.3,12/23/2021
38406,11/13/2021,100316,63167463,28,17.7,11/23/2021,28,566725,11/23/2021,495.6,46.53,542.13,12/23/2021
38407,11/13/2021,100212,28923492,38,26.46,11/23/2021,38,566726,11/23/2021,1005.48,78.6399999999999,1084.12,12/23/2021
38414,11/15/2021,100180,36801319,46,106.16,11/25/2021,46,566727,11/25/2021,4883.36,323.43,5206.79,12/25/2021
38421,11/15/2021,100114,96952530,87,0.87,11/25/2021,87,566728,11/25/2021,75.69,3.08,78.77,12/25/2021
38420,11/15/2021,100341,48673380,13,12.37,11/25/2021,13,566729,11/25/2021,160.81,12.54,173.35,12/25/2021
38427,11/15/2021,100231,96949965,77,10.6,11/25/2021,77,566730,11/25/2021,816.2,59.5999999999999,875.8,12/25/2021
38426,11/15/2021,100318,28923492,66,26.46,11/25/2021,66,566731,11/25/2021,1746.36,164.79,1911.15,12/25/2021
38413,11/15/2021,100292,96922232,34,0.89,11/25/2021,34,566732,11/25/2021,30.26,2.76,33.02,12/25/2021
38415,11/15/2021,100117,84826635,98,17.68,11/25/2021,98,566733,11/25/2021,1732.64,130.18,1862.82,12/25/2021
38430,11/15/2021,100140,10971023,78,31.82,11/25/2021,78,566734,11/25/2021,2481.96,260.78,2742.74,12/25/2021
38418,11/15/2021,100236,29166218,49,23.9,11/25/2021,49,566735,11/25/2021,1171.1,91.6100000000001,1262.71,12/25/2021
38412,11/15/2021,100120,29208640,62,14.07,11/25/2021,62,566736,11/25/2021,872.34,75.41,947.75,12/25/2021
38428,11/15/2021,100262,96949965,77,10.6,11/25/2021,77,566737,11/25/2021,816.2,53.5599999999999,869.76,12/25/2021
38422,11/15/2021,100300,72721431,13,14.12,11/25/2021,13,566738,11/25/2021,183.56,14.57,198.13,12/25/2021
38425,11/15/2021,100342,63167463,28,17.7,11/25/2021,28,566739,11/25/2021,495.6,41.4,537,12/25/2021
38416,11/15/2021,100154,10960824,2,460.18,11/25/2021,1,566740,11/25/2021,460.18,34.8,494.98,12/25/2021
38411,11/15/2021,100227,36693108,47,26.51,11/25/2021,47,566741,11/25/2021,1245.97,101.21,1347.18,12/25/2021
38417,11/15/2021,100164,36674341,22,30.05,11/25/2021,22,566742,11/25/2021,661.1,47.9499999999999,709.05,12/25/2021
38419,11/15/2021,100248,12287756,67,19.45,11/25/2021,67,566743,11/25/2021,1303.15,100.94,1404.09,12/25/2021
38424,11/15/2021,100140,84826320,67,17.68,11/25/2021,67,566744,11/25/2021,1184.56,91.73,1276.29,12/25/2021
38423,11/15/2021,100137,72868022,61,22.99,11/25/2021,61,566745,11/25/2021,1402.39,102.83,1505.22,12/25/2021
38429,11/15/2021,100310,36689212,58,2.99,11/25/2021,58,566746,11/25/2021,173.42,16.34,189.76,12/25/2021
38441,11/16/2021,100117,48691990,44,45.98,11/26/2021,44,566747,11/26/2021,2023.12,166.54,2189.66,12/26/2021
38437,11/16/2021,100175,12244038,99,24.76,11/26/2021,99,566748,11/26/2021,2451.24,214.08,2665.32,12/26/2021
38440,11/16/2021,100158,96922232,34,0.89,11/26/2021,34,566749,11/26/2021,30.26,2.76,33.02,12/26/2021
38431,11/16/2021,100330,36674341,22,30.05,11/26/2021,22,566750,11/26/2021,661.1,49.0699999999999,710.17,12/26/2021
38435,11/16/2021,100210,12350736,42,10.25,11/26/2021,42,566751,11/26/2021,430.5,33.45,463.95,12/26/2021
38433,11/16/2021,100314,96952833,24,0.69,11/26/2021,24,566752,11/26/2021,16.56,1.99,18.55,12/26/2021
38439,11/16/2021,100170,37430652,56,13.79,11/26/2021,56,566753,11/26/2021,772.24,53.33,825.57,12/26/2021
38436,11/16/2021,100325,10950991,91,4.41,11/26/2021,91,566754,11/26/2021,401.31,37.32,438.63,12/26/2021
38438,11/16/2021,100332,97931868,26,104.39,11/26/2021,26,566755,11/26/2021,2714.14,229.7,2943.84,12/26/2021
38434,11/16/2021,100197,36667130,99,8.3,11/26/2021,99,566756,11/26/2021,821.7,62.68,884.38,12/26/2021
38432,11/16/2021,100105,21794781,58,9.01,11/26/2021,58,566757,11/26/2021,522.58,38.87,561.45,12/26/2021
38446,11/17/2021,100175,63791944,17,88.5,11/27/2021,17,566758,11/27/2021,1504.5,126.54,1631.04,12/27/2021
38445,11/17/2021,100237,12350736,83,10.25,11/27/2021,83,566759,11/27/2021,850.75,70.0700000000001,920.82,12/27/2021
38447,11/17/2021,100140,10951450,22,17.68,11/27/2021,22,566760,11/27/2021,388.96,32.92,421.88,12/27/2021
38449,11/17/2021,100171,72735854,33,22.97,11/27/2021,33,566761,11/27/2021,758.01,56.9,814.91,12/27/2021
38450,11/17/2021,100291,10951702,40,19.43,11/27/2021,40,566762,11/27/2021,777.2,65.92,843.12,12/27/2021
38444,11/17/2021,100306,29195863,74,5.22,11/27/2021,74,566763,11/27/2021,386.28,30.29,416.57,12/27/2021
38443,11/17/2021,100227,10951491,83,8.83,11/27/2021,83,566764,11/27/2021,732.89,59.53,792.42,12/27/2021
38451,11/17/2021,100264,72735878,42,26.51,11/27/2021,42,566765,11/27/2021,1113.42,110.19,1223.61,12/27/2021
38442,11/17/2021,100221,10960824,2,460.18,11/27/2021,1,566766,11/27/2021,460.18,35.28,495.46,12/27/2021
38448,11/17/2021,100157,28923492,38,26.46,11/27/2021,38,566767,11/27/2021,1005.48,71.05,1076.53,12/27/2021
38456,11/21/2021,100140,29215223,16,26.46,12/01/2021,16,566768,12/01/2021,423.36,35.03,458.39,12/31/2021
38454,11/21/2021,100311,10951702,40,19.43,12/01/2021,40,566769,12/01/2021,777.2,64.89,842.09,12/31/2021
38453,11/21/2021,100226,48691470,8,17.68,12/01/2021,8,566770,12/01/2021,141.44,13.7,155.14,12/31/2021
38458,11/21/2021,100140,10962589,24,61.91,12/01/2021,24,566771,12/01/2021,1485.84,131.01,1616.85,12/31/2021
38455,11/21/2021,100264,12350736,53,10.25,12/01/2021,53,566772,12/01/2021,543.25,49.85,593.1,12/31/2021
38452,11/21/2021,100315,84826635,98,17.68,12/01/2021,98,566773,12/01/2021,1732.64,129.59,1862.23,12/31/2021
38457,11/21/2021,100348,36799613,90,6.18,12/01/2021,90,566774,12/01/2021,556.2,46.02,602.22,12/31/2021
38459,11/26/2021,100209,10951449,26,9.72,12/06/2021,26,566775,12/06/2021,252.72,20.85,273.57,01/05/2022
38461,11/27/2021,100245,10971023,78,31.82,12/07/2021,78,566776,12/07/2021,2481.96,204.76,2686.72,01/06/2022
38460,11/27/2021,100244,10950688,46,5.29,12/07/2021,46,566777,12/07/2021,243.34,20.08,263.42,01/06/2022
38463,11/28/2021,100189,29276267,4,12.35,12/08/2021,4,566778,12/08/2021,49.4,4.08,53.48,01/07/2022
38466,11/28/2021,100155,29209439,97,58.32,12/08/2021,97,566779,12/08/2021,5657.04,466.71,6123.75,01/07/2022
38465,11/28/2021,100205,48694301,38,132.71,12/08/2021,38,566780,12/08/2021,5042.98,416.05,5459.03,01/07/2022
38464,11/28/2021,100349,11348398,84,7.04,12/08/2021,84,566781,12/08/2021,591.36,48.79,640.15,01/07/2022
38462,11/28/2021,100280,12244038,98,24.76,12/08/2021,98,566782,12/08/2021,2426.48,200.18,2626.66,01/07/2022
38469,11/29/2021,100294,29197992,14,13.28,12/09/2021,14,566783,12/09/2021,185.92,15.34,201.26,01/08/2022
38472,11/29/2021,100230,12262648,24,7.06,12/09/2021,24,566784,12/09/2021,169.44,13.98,183.42,01/08/2022
38471,11/29/2021,100216,29168880,73,33.54,12/09/2021,73,566785,12/09/2021,2448.42,201.99,2650.41,01/08/2022
38468,11/29/2021,100309,36667130,75,8.3,12/09/2021,75,566786,12/09/2021,622.5,51.36,673.86,01/08/2022
38467,11/29/2021,100225,36336691,73,12.35,12/09/2021,73,566787,12/09/2021,901.55,74.38,975.93,01/08/2022
38470,11/29/2021,100233,29215223,16,26.46,12/09/2021,16,566788,12/09/2021,423.36,34.93,458.29,01/08/2022
38473,11/30/2021,100259,12263423,75,70.76,12/10/2021,75,566789,12/10/2021,5307,437.83,5744.83,01/09/2022
38480,11/30/2021,100270,12476177,54,35.38,12/10/2021,54,566790,12/10/2021,1910.52,157.62,2068.14,01/09/2022
38479,11/30/2021,100333,36693012,23,8.3,12/10/2021,23,566791,12/10/2021,190.9,15.75,206.65,01/09/2022
38475,11/30/2021,100274,12287744,66,24.76,12/10/2021,66,566792,12/10/2021,1634.16,134.82,1768.98,01/09/2022
38477,11/30/2021,100260,72735854,15,22.97,12/10/2021,15,566793,12/10/2021,344.55,28.43,372.98,01/09/2022
38474,11/30/2021,100168,63506142,63,11.74,12/10/2021,63,566794,12/10/2021,739.62,61.02,800.64,01/09/2022
38478,11/30/2021,100102,36799431,34,32.73,12/10/2021,34,566795,12/10/2021,1112.82,91.81,1204.63,01/09/2022
38476,11/30/2021,100269,63851718,96,0.71,12/10/2021,96,566796,12/10/2021,68.16,5.62,73.78,01/09/2022
38481,12/01/2021,100152,12287732,90,22.99,12/11/2021,90,566797,12/11/2021,2069.1,170.7,2239.8,01/10/2022
38482,12/01/2021,100188,37430652,10,13.79,12/11/2021,10,566798,12/11/2021,137.9,11.38,149.28,01/10/2022
38483,12/01/2021,100150,12287756,61,19.45,12/11/2021,61,566799,12/11/2021,1186.45,97.88,1284.33,01/10/2022
38485,12/02/2021,100282,12350736,42,10.25,12/12/2021,42,566800,12/12/2021,430.5,35.52,466.02,01/11/2022
38484,12/02/2021,100202,48691203,17,70.76,12/12/2021,17,566801,12/12/2021,1202.92,99.24,1302.16,01/11/2022
38487,12/03/2021,100163,36665787,14,97.26,12/13/2021,14,566802,12/13/2021,1361.64,112.34,1473.98,01/12/2022
38486,12/03/2021,100305,12374210,3,28.3,12/13/2021,3,566803,12/13/2021,84.9,7,91.9,01/12/2022
38488,12/05/2021,100346,48673380,8,12.37,12/15/2021,8,566804,12/15/2021,98.96,8.16,107.12,01/14/2022
38489,12/07/2021,100345,29161378,93,19.38,12/17/2021,93,566805,12/17/2021,1802.34,148.69,1951.03,01/16/2022
38490,12/08/2021,100111,29166218,53,23.9,12/18/2021,53,566806,12/18/2021,1266.7,104.5,1371.2,01/17/2022
38491,12/09/2021,100219,29168880,79,33.54,12/19/2021,79,566807,12/19/2021,2649.66,218.6,2868.26,01/18/2022
38492,12/10/2021,100177,29171421,35,31.77,12/20/2021,35,566808,12/20/2021,1111.95,91.74,1203.69,01/19/2022
38493,12/11/2021,100148,29175716,62,11.49,12/21/2021,62,566809,12/21/2021,712.38,58.77,771.15,01/20/2022
38494,12/12/2021,100122,29186812,68,6.55,12/22/2021,68,566810,12/22/2021,445.4,36.75,482.15,01/21/2022
38495,12/13/2021,100111,29195742,13,2.11,12/23/2021,13,566811,12/23/2021,27.43,2.26,29.69,01/22/2022
38496,12/14/2021,100301,29195863,8,5.22,12/24/2021,8,566812,12/24/2021,41.76,3.45,45.21,01/23/2022
38497,12/15/2021,100341,29196008,14,6.81,12/25/2021,14,566813,12/25/2021,95.34,7.87,103.21,01/24/2022
38498,12/15/2021,100191,63506130,49,10.07,12/25/2021,49,566814,12/25/2021,493.43,40.71,534.14,01/24/2022
38499,12/16/2021,100229,29197992,40,13.28,12/26/2021,40,566815,12/26/2021,531.2,43.82,575.02,01/25/2022
38500,12/16/2021,100349,63506142,91,11.74,12/26/2021,91,566816,12/26/2021,1068.34,88.14,1156.48,01/25/2022
38502,12/17/2021,100342,29201066,98,24.69,12/27/2021,98,566817,12/27/2021,2419.62,199.62,2619.24,01/26/2022
38501,12/17/2021,100167,63506154,57,15.22,12/27/2021,57,566818,12/27/2021,867.54,71.57,939.11,01/26/2022
38503,12/18/2021,100194,63506166,27,6.71,12/28/2021,27,566819,12/28/2021,181.17,14.95,196.12,01/27/2022
38504,12/18/2021,100278,29208640,62,14.07,12/28/2021,62,566820,12/28/2021,872.34,71.97,944.31,01/27/2022
38506,12/19/2021,100348,29209439,80,58.32,12/29/2021,80,566821,12/29/2021,4665.6,384.91,5050.51,01/28/2022
38505,12/19/2021,100266,63529846,74,8.5,12/29/2021,74,566822,12/29/2021,629,51.89,680.89,01/28/2022
38507,12/20/2021,100100,63561488,13,0.07,12/30/2021,13,566823,12/30/2021,0.91,0.08,0.99,01/29/2022
38508,12/20/2021,100176,29215223,99,26.46,12/30/2021,99,566824,12/30/2021,2619.54,216.11,2835.65,01/29/2022
38510,12/21/2021,100311,63791569,26,88.5,12/31/2021,26,566825,12/31/2021,2301,189.83,2490.83,01/30/2022
38509,12/21/2021,100202,29268003,33,58.32,12/31/2021,33,566826,12/31/2021,1924.56,158.78,2083.34,01/30/2022
38511,12/22/2021,100173,29276267,89,12.35,01/01/2022,89,566827,01/01/2022,1099.15,90.68,1189.83,01/31/2022
38512,12/22/2021,100258,63791944,17,88.5,01/01/2022,17,566828,01/01/2022,1504.5,124.12,1628.62,01/31/2022
38513,12/23/2021,100179,63851718,9,0.71,01/02/2022,9,566829,01/02/2022,6.39,0.53,6.92,02/01/2022
38514,12/23/2021,100128,36336691,85,12.35,01/02/2022,85,566830,01/02/2022,1049.75,86.6,1136.35,02/01/2022
38516,12/24/2021,100140,36665787,35,97.26,01/03/2022,35,566831,01/03/2022,3404.1,280.84,3684.94,02/02/2022
38515,12/24/2021,100252,72721370,32,26.51,01/03/2022,32,566832,01/03/2022,848.32,69.99,918.31,02/02/2022
38518,12/25/2021,100305,29168880,19,33.54,01/04/2022,19,566833,01/04/2022,637.26,52.57,689.83,02/03/2022
38519,12/25/2021,100278,72721382,17,15.89,01/04/2022,17,566834,01/04/2022,270.13,22.29,292.42,02/03/2022
38517,12/25/2021,100242,36666513,21,30.05,01/04/2022,21,566835,01/04/2022,631.05,52.06,683.11,02/03/2022
38520,12/26/2021,100192,29171421,48,31.77,01/05/2022,48,566836,01/05/2022,1524.96,125.81,1650.77,02/04/2022
38521,12/26/2021,100264,36667045,97,22.97,01/05/2022,97,566837,01/05/2022,2228.09,183.82,2411.91,02/04/2022
38522,12/26/2021,100186,72721407,3,17.68,01/05/2022,3,566838,01/05/2022,53.04,4.38,57.42,02/04/2022
38524,12/27/2021,100194,29175716,15,11.49,01/06/2022,15,566839,01/06/2022,172.35,14.22,186.57,02/05/2022
38523,12/27/2021,100217,72721431,23,14.12,01/06/2022,23,566840,01/06/2022,324.76,26.79,351.55,02/05/2022
38525,12/27/2021,100300,36667130,68,8.3,01/06/2022,68,566841,01/06/2022,564.4,46.56,610.96,02/05/2022
38526,12/28/2021,100174,29186812,24,6.55,01/07/2022,30,566842,01/07/2022,196.5,16.21,212.71,02/06/2022
38528,12/28/2021,100288,36674341,13,30.05,01/07/2022,13,566843,01/07/2022,390.65,32.23,422.88,02/06/2022
38527,12/28/2021,100140,72723500,8,58.37,01/07/2022,8,566844,01/07/2022,466.96,38.52,505.48,02/06/2022
38531,12/29/2021,100241,72723524,62,79.46,01/08/2022,62,566845,01/08/2022,4926.52,406.44,5332.96,02/07/2022
38530,12/29/2021,100140,36689212,94,2.99,01/08/2022,94,566846,01/08/2022,281.06,23.19,304.25,02/07/2022
38529,12/29/2021,100257,29195742,5,2.11,01/08/2022,5,566847,01/08/2022,10.55,0.87,11.42,02/07/2022
38532,12/30/2021,100140,36689236,22,4.58,01/09/2022,22,566848,01/09/2022,100.76,8.31,109.07,02/08/2022
38533,12/30/2021,100185,72723536,43,97.31,01/09/2022,43,566849,01/09/2022,4184.33,345.21,4529.54,02/08/2022
38534,12/30/2021,100154,29195863,74,5.22,01/09/2022,74,566850,01/09/2022,386.28,31.87,418.15,02/08/2022
38537,12/31/2021,100283,72723548,23,58.37,01/10/2022,23,566851,01/10/2022,1342.51,110.76,1453.27,02/09/2022
38536,12/31/2021,100340,36689987,47,4.05,01/10/2022,47,566852,01/10/2022,190.35,15.7,206.05,02/09/2022
38535,12/31/2021,100341,29196008,57,6.81,01/10/2022,57,566853,01/10/2022,388.17,32.02,420.19,02/09/2022
38538,01/01/2022,100184,72723560,72,61.74,01/11/2022,72,566854,01/11/2022,4445.28,366.74,4812.02,02/10/2022
38541,01/01/2022,100107,63172654,56,14.16,01/11/2022,56,566855,01/11/2022,792.96,65.42,858.38,02/10/2022
38540,01/01/2022,100119,36693012,33,8.3,01/11/2022,33,566856,01/11/2022,273.9,22.6,296.5,02/10/2022
38539,01/01/2022,100344,29197992,69,13.28,01/11/2022,69,566857,01/11/2022,916.32,75.6,991.92,02/10/2022
38546,01/02/2022,100346,10962589,11,61.91,01/12/2022,11,566858,01/12/2022,681.01,56.18,737.19,02/11/2022
38544,01/02/2022,100305,72735854,33,22.97,01/12/2022,33,566859,01/12/2022,758.01,62.54,820.55,02/11/2022
38545,01/02/2022,100146,63174759,85,0.16,01/12/2022,85,566860,01/12/2022,13.6,1.12,14.72,02/11/2022
38547,01/02/2022,100144,29201066,62,24.69,01/12/2022,62,566861,01/12/2022,1530.78,126.29,1657.07,02/11/2022
38542,01/02/2022,100289,21794781,10,9.01,01/12/2022,10,566862,01/12/2022,90.1,7.43,97.53,02/11/2022
38543,01/02/2022,100335,36693108,47,26.51,01/12/2022,47,566863,01/12/2022,1245.97,102.79,1348.76,02/11/2022
38548,01/03/2022,100119,28923492,66,26.46,01/13/2022,66,566864,01/13/2022,1746.36,144.07,1890.43,02/12/2022
38550,01/03/2022,100347,36799189,30,28.28,01/13/2022,30,566865,01/13/2022,848.4,69.99,918.39,02/12/2022
38551,01/03/2022,100215,36689987,31,4.05,01/13/2022,31,566866,01/13/2022,125.55,10.36,135.91,02/12/2022
38552,01/03/2022,100128,72735878,42,26.51,01/13/2022,42,566867,01/13/2022,1113.42,91.86,1205.28,02/12/2022
38549,01/03/2022,100342,29208640,91,14.07,01/13/2022,91,566868,01/13/2022,1280.37,105.63,1386,02/12/2022
38553,01/03/2022,100208,63506130,33,10.07,01/13/2022,33,566869,01/13/2022,332.31,27.42,359.73,02/12/2022
38555,01/04/2022,100131,48691470,8,17.68,01/14/2022,8,566870,01/14/2022,141.44,11.67,153.11,02/13/2022
38554,01/04/2022,100299,28975110,53,14.07,01/14/2022,53,566871,01/14/2022,745.71,61.52,807.23,02/13/2022
38557,01/04/2022,100264,29209439,12,58.32,01/14/2022,12,566872,01/14/2022,699.84,57.74,757.58,02/13/2022
38556,01/04/2022,100327,63506142,37,11.74,01/14/2022,37,566873,01/14/2022,434.38,35.84,470.22,02/13/2022
38558,01/05/2022,100233,63506154,3,15.22,01/15/2022,3,566874,01/15/2022,45.66,3.77,49.43,02/14/2022
38559,01/06/2022,100180,63506166,38,6.71,01/16/2022,38,566875,01/16/2022,254.98,21.04,276.02,02/15/2022
38560,01/06/2022,100281,48727128,62,35.36,01/16/2022,62,566876,01/16/2022,2192.32,180.87,2373.19,02/15/2022
38562,01/07/2022,100271,63529846,71,8.5,01/17/2022,71,566877,01/17/2022,603.5,49.79,653.29,02/16/2022
38561,01/07/2022,100211,72735878,21,26.51,01/17/2022,21,566878,01/17/2022,556.71,45.93,602.64,02/16/2022
38563,01/07/2022,100304,36693108,86,26.51,01/17/2022,86,566879,01/17/2022,2279.86,188.09,2467.95,02/16/2022
38564,01/07/2022,100147,48734025,95,84.92,01/17/2022,95,566880,01/17/2022,8067.4,665.56,8732.96,02/16/2022
38565,01/08/2022,100302,48735356,28,92,01/18/2022,28,566881,01/18/2022,2576,212.52,2788.52,02/17/2022
38567,01/08/2022,100194,36799189,58,28.28,01/18/2022,58,566882,01/18/2022,1640.24,135.32,1775.56,02/17/2022
38566,01/08/2022,100137,63561488,0,0.07,01/18/2022,0,566883,01/18/2022,0,0,0,02/17/2022
38569,01/09/2022,100184,12767121,9,10.6,01/19/2022,9,566884,01/19/2022,95.4,7.87,103.27,02/18/2022
38568,01/09/2022,100330,63791569,59,88.5,01/19/2022,59,566885,01/19/2022,5221.5,430.77,5652.27,02/18/2022
38571,01/09/2022,100124,63506154,39,15.22,01/19/2022,39,566886,01/19/2022,593.58,48.97,642.55,02/18/2022
38570,01/09/2022,100127,63167463,91,17.7,01/19/2022,91,566887,01/19/2022,1610.7,132.88,1743.58,02/18/2022
38574,01/10/2022,100189,63167475,22,21.24,01/20/2022,22,566888,01/20/2022,467.28,38.55,505.83,02/19/2022
38573,01/10/2022,100291,63791944,82,88.5,01/20/2022,82,566889,01/20/2022,7257,598.7,7855.7,02/19/2022
38572,01/10/2022,100346,12863679,13,6.35,01/20/2022,13,566890,01/20/2022,82.55,6.81,89.36,02/19/2022
38575,01/11/2022,100196,63851718,11,0.71,01/21/2022,11,566891,01/21/2022,7.81,0.64,8.45,02/20/2022
38577,01/11/2022,100206,63172654,1,14.16,01/21/2022,1,566892,01/21/2022,14.16,1.17,15.33,02/20/2022
